drug name	moa
ki-20227	c-Fms inhibitor
ki-8751	KIT inhibitor
ki-8751	PDGFR tyrosine kinase receptor inhibitor
ki-8751	VEGFR inhibitor
kifunensine	mannosidase inhibitor
kinetin	cell division inducer
kl-001	proteasome inhibitor
km-0118	anticancer agent
kme-4	prostaglandin inhibitor
kml29	monoacylglucerol lipase inhibitor
kn-62	calcium/calmodulin dependent protein kinase inhibitor
kn-62	purinergic receptor antagonist
kn-93	calcium/calmodulin dependent protein kinase inhibitor
ko143	BCRP inhibitor
kpt-185	exportin antagonist
kpt-276	exportin antagonist
kpt-9274	NAMPT inhibitor
kr-33494	cell death inhibitor 
k-ras(g12c)-inhibitor-12	K-Ras inhibitor
k-ras(g12c)-inhibitor-6	K-Ras inhibitor
krca-0008	ALK inihibitor
krn-633	VEGFR inhibitor
ks-176	BCRP inhibitor
k-strophanthidin	ATPase inhibitor
kt-433	uricosuric agent
ku-0063794	mTOR inhibitor
ku14r	imidazoline receptor antagonist
ku-55933	ATM kinase inhibitor
ku-60019	ATM kinase inhibitor
kuromanin	ribosyl cyclase inhibitor
kw-2449	Abl kinase inhibitor
kw-2449	Aurora kinase inhibitor
kw-2449	FLT3 inhibitor
kw-2478	HSP inhibitor
kw-3902	adenosine receptor antagonist
kx2-391	SRC inhibitor
kx2-391	tubulin polymerization inhibitor
ky02111	WNT pathway inhibitor
kynurenic-acid	glutamate receptor antagonist
l-152804	neuropeptide receptor antagonist
l-161982	prostanoid receptor antagonist
l-165041	PPAR receptor agonist
l-168049	glucagon receptor antagonist
l-365260	CCK receptor antagonist
l-368899	oxytocin receptor antagonist
"l-655,708"	GABA receptor inverse agonist
l-655240	thromboxane receptor antagonist
l-670596	prostanoid receptor antagonist
l-689560	glutamate receptor antagonist
l-690330	inositol monophosphatase inhibitor
l-693403	sigma receptor agonist
l-693403	sigma receptor antagonist
l-694247	serotonin receptor agonist
l-701252	glutamate receptor antagonist
l-701324	glutamate receptor antagonist
"l-732,138"	tachykinin antagonist
l-733060	tachykinin antagonist
l-741742	dopamine receptor antagonist
l-745870	dopamine receptor antagonist
l-755507	adrenergic receptor agonist
l-760735	tachykinin antagonist
l-778123	farnesyltransferase inhibitor
l-798106	prostanoid receptor antagonist
l-838417	GABA receptor partial agonist
labetalol	adrenergic receptor antagonist
lacidipine	calcium channel blocker
lacitol	laxative
lactulose	laxative
lafutidine	histamine receptor antagonist
lamivudine	nucleoside reverse transcriptase inhibitor
lamotrigine	serotonin receptor antagonist
lamotrigine	sodium channel blocker
lanabecestat	beta secretase inhibitor
lanatoside-c	cardiac glycoside
landiolol	adrenergic receptor antagonist
lanifibranor	PPAR receptor agonist
lanoconazole	sterol demethylase inhibitor
lansoprazole	ATPase inhibitor
lapatinib	EGFR inhibitor
lappaconite	sodium channel blocker
laquinimod	immunosuppressant
larazotide-acetate	tight junction regulator
l-arginine	nitric oxide precursor
laropiprant	prostanoid receptor antagonist
larotrectinib	tropomyosin receptor kinase inhibitor
lasalocid	bacterial permeability inducer
lasmiditan	serotonin receptor agonist
lasofoxifene	selective estrogen receptor modulator (SERM)
l-aspartic-acid	metallic radical formation stimulant
latanoprost	prostanoid receptor agonist
latrepirdine	glutamate receptor antagonist
latrunculin-b	actin polymerization inhibitor
lauric-acid	bacterial permeability inducer
lazabemide	monoamine oxidase inhibitor
lazertinib	tyrosine kinase inhibitor
lb-100	protein phosphatase inhibitor
lb42708	farnesyltransferase inhibitor
l-citrulline	nitric oxide stimulant
lcl-161	XIAP inhibitor
lcq908	diacylglycerol O acyltransferase inhibitor
l-cysteinesulfinic-acid	glutamate receptor agonist
lcz696	angiotensin receptor antagonist
ldc1267	protein tyrosine kinase inhibitor
ldn193189	bone morphogenic protein inhibitor
ldn-209929	haspin kinase inhibitor
ldn-212854	bone morphogenic protein inhibitor
ldn-27219	tissue transglutaminase inhibitor
ldn-57444	ubiquitin C-terminal hydrolase inhibitor
le-135	retinoid receptor agonist
ledipasvir	HCV inhibitor
leflunomide	dihydroorotate dehydrogenase inhibitor
leflunomide	PDGFR tyrosine kinase receptor inhibitor
lemborexant	orexin receptor antagonist
lenalidomide	anticancer agent
leniolisib	PI3K inhibitor
lenvatinib	FGFR inhibitor
lenvatinib	KIT inhibitor
lenvatinib	PDGFR tyrosine kinase receptor inhibitor
lenvatinib	VEGFR inhibitor
leonurine	anti-inflammatory agent
leq506	G protein signaling inhibitor
lercanidipine	calcium channel blocker
l-ergothioneine	free radical scavenger
lerisetron	serotonin receptor antagonist
lersivirine	non-nucleoside reverse transcriptase inhibitor
lesinurad	uric acid diuretic
lestaurtinib	FLT3 inhibitor
lestaurtinib	growth factor receptor inhibitor
lestaurtinib	JAK inhibitor
leteprinim	nerve growth factor agonist
letermovir	CMV terminase inhibitor
letosteine	mucolytic agent
letrazuril	antiinfective drug
letrozole	aromatase inhibitor
leucomethylene-blue	nitric oxide production inhibitor
leucomethylene-blue	tau aggregation inhibitor
leucovorin	folate receptor ligand
leuprolide	gonadotropin releasing factor hormone receptor agonist
levalbuterol	adrenergic receptor agonist
levallorphan	opioid receptor antagonist
levamisole	acetylcholine receptor agonist
levamlodipine	calcium channel blocker
levcromakalim	potassium channel activator
levetiracetam	calcium channel blocker
levobetaxolol	adrenergic receptor antagonist
levobunolol	adrenergic receptor antagonist
levobunolol-(+)	adrenergic receptor antagonist
levobunolol-(+/-)	adrenergic receptor antagonist
levocabastine	histamine receptor antagonist
levocarnitine-propionate	carnitine palmitoyltransferase inhibitor
levocetirizine	histamine receptor antagonist
levodopa	dopamine precursor
levodropropizine	antitussive
levofloxacin	bacterial DNA gyrase inhibitor
levomepromazine	dopamine receptor antagonist
levomequitazine	histamine receptor antagonist
levonordefrin	vasodilator
levonorgestrel	estrogen receptor agonist
levonorgestrel	glucocorticoid receptor antagonist
levonorgestrel	progesterone receptor agonist
levonorgestrel	progesterone receptor antagonist
levo-phencynonate	acetylcholine receptor antagonist
levopropoxyphene	antitussive
levosimendan	calcium sensitizer
levosulpiride	dopamine receptor antagonist
levothyroxine	thyroid hormone stimulant
lfm-a13	Bruton's tyrosine kinase (BTK) inhibitor
lgd-6972	glucagon receptor antagonist
lgk-974	porcupine inhibitor
l-glutamic-acid	glutamate receptor agonist
lh846	casein kinase inhibitor
liarozole	cytochrome P450 inhibitor
licarbazepine	voltage-gated sodium channel blocker
licochalcone-a	topoisomerase inhibitor
licofelone	cyclooxygenase inhibitor
licofelone	lipoxygenase inhibitor
licogliflozin	sodium/glucose cotransporter inhibitor
licostinel	NMDA receptor antagonist 
lidamidine	adrenergic receptor agonist
lidocaine	histamine receptor agonist
lidoflazine	calcium channel blocker
lifirafenib	RAF inhibitor
lifitegrast	lymphocyte function-associated antigen negative modulator
ligustilide	tumor necrosis factor production inhibitor
limaprost-alfadex	prostanoid receptor agonist
limki-3	LIM kinase inhibitor
limonin	HIV protease inhibitor
linaclotide	guanylate cyclase activator
linagliptin	dipeptidyl peptidase inhibitor
linalool	anticonvulsant
linaprazan	ATP-sensitive potassium channel inhibitor
lincomycin	bacterial 30S ribosomal subunit inhibitor
linezolid	bacterial 50S ribosomal subunit inhibitor
linifanib	PDGFR tyrosine kinase receptor inhibitor
linifanib	VEGFR inhibitor
linoleic-acid	oxidative stress inducer
linopirdine	potassium channel blocker
linsidomine	nitric oxide donor
linsitinib	IGF-1 inhibitor
lintopride	serotonin receptor antagonist
liothyronine	thyroid hormone stimulant
liquiritin	antioxidant
liraglutide	GLP receptor agonist
liranaftate	fungal squalene epoxidase inhibitor
lirimilast	phosphodiesterase inhibitor
lisadimate	topical sunscreen agent
lisinopril	angiotensin converting enzyme inhibitor
lisofylline	interleukin receptor antagonist
lisofylline	STAT inhibitor
lisuride	dopamine receptor agonist
lithocholic-acid	FXR antagonist
lithocholic-acid	vitamin D receptor agonist
litronesib	kinesin-like spindle protein inhibitor
lixivaptan	vasopressin receptor antagonist
l-kynurenine	aryl hydrocarbon receptor agonist
l-lysine	serotonin receptor agonist
lm11a-31	neurotrophic agent
lm-22a4	tropomyosin receptor kinase inhibitor
l-methionine	voltage-gated calcium channel ligand
lmi070	survival motor neuron protein modulator
l-mimosine	dopamine beta hydroxylase inhibitor
l-mimosine	eukaryotic translation initiation factor inhibitor
lmk-235	HDAC inhibitor
l-monomethylarginine	nitric oxide synthase inhibitor
l-name	nitric oxide synthase inhibitor
l-nil	nitric oxide synthase inhibitor
lobeline	acetylcholine receptor antagonist
lobendazole	anthelmintic agent
lobenzarit	immunosuppressant
lodenosine	antiretroviral 
lodoxamide	histamine receptor antagonist
lofemizole	cyclooxygenase inhibitor
lofepramine	norepinephrine reuptake inhibitor
lofepramine	serotonin???norepinephrine reuptake inhibitor (SNRI)
lofexidine	adrenergic receptor agonist
lomefloxacin	bacterial DNA gyrase inhibitor
lomeguatrib	O6-alkylguanine-DNA alkyltransferase inhibitor
lomerizine	calcium channel blocker
lometrexol	glycinamide ribonucleotide formyltransferase inhibitor
lomitapide	microsomal trigylceride transfer protein inhibitor
lomustine	DNA synthesis inhibitor
lonafarnib	farnesyltransferase inhibitor
lonidamine	glucokinase inhibitor
loperamide	opioid receptor agonist
lopinavir	HIV protease inhibitor
loracarbef	bacterial cell wall synthesis inhibitor
loratadine	histamine receptor antagonist
loreclezole	benzodiazepine receptor agonist
lorediplon	GABA receptor modulator
lorglumide	CCK receptor antagonist
lorlatinib	ALK tyrosine kinase receptor inhibitor
lornoxicam	cyclooxygenase inhibitor
losartan	angiotensin receptor antagonist
losmapimod	p38 MAPK inhibitor
lotamilast	phosphodiesterase inhibitor
loteprednol	glucocorticoid receptor agonist
loteprednol	phospholipase inhibitor
lovastatin	HMGCR inhibitor
loxapine	dopamine receptor antagonist
loxapine	serotonin receptor antagonist
loxistatin-acid	cysteine peptidase inhibitor
loxoprofen	cyclooxygenase inhibitor
loxoprofen	prostanoid receptor antagonist
lp-533401	tryptophan hydroxylase inhibitor
lpa2-antagonist-1	lysophosphatidic acid receptor antagonist
l-proline	glutamate receptor agonist
l-quisqualic-acid	glutamate receptor agonist
lrrk2-in-1	leucine rich repeat kinase inhibitor
lsn-2463359	glutamate receptor positive allosteric modulator
lsz-102	selective estrogen receptor modulator (SERM)
ltb4	leukocyte activator
l-theanine	glutamate receptor antagonist
ltx-315	anticancer agent
lu-aa-47070	adenosine receptor antagonist
lubiprostone	chloride channel activator
lucanthone	endonuclease inhibitor
lucitanib	FGFR inhibitor
lucitanib	VEGFR inhibitor
luf-5834	adenosine receptor agonist
lufenuron	chitin inhibitor
luliconazole	sterol demethylase inhibitor
lumacaftor	CFTR channel agonist
lumateperone	dopamine receptor modulator
lumateperone	serotonin receptor antagonist
lumefantrine	antimalarial agent
lumiracoxib	cyclooxygenase inhibitor
lupanine	sodium channel blocker
lurasidone	dopamine receptor antagonist
lurasidone	serotonin receptor antagonist
lurbinectedin	DNA binding agent
lusaperidone	adrenergic receptor antagonist
lusutrombopag	thrombopoietin receptor agonist
lutein	antioxidant
luteolin	glucosidase inhibitor
luzindole	melatonin receptor antagonist
lx1031	tryptophan hydroxylase inhibitor
lx7101	LIM kinase inhibitor
lx7101	rho associated kinase inhibitor
lxh254	RAF inhibitor
lxr-623	LXR agonist
lxs196	PKC inhibitor
ly2090314	glycogen synthase kinase inhibitor
ly2109761	TGF beta receptor inhibitor
ly2140023	glutamate receptor agonist
ly215490	glutamate receptor antagonist
ly2157299	TGF beta receptor inhibitor
ly2183240	FAAH inhibitor
ly2183240	FAAH reuptake inhibitor
ly2228820	p38 MAPK inhibitor
ly223982	leukotriene receptor antagonist
ly225910	CCK receptor antagonist
ly231617	lipid peroxidase inhibitor
ly2334737	antitumor agent
ly2334737	ribonucleotide reductase inhibitor
ly2365109	glycine transporter inhibitor
ly2452473	androgen receptor modulator
ly2510924	CC chemokine receptor antagonist
ly255283	leukotriene receptor antagonist
ly2584702	ribosomal protein inhibitor
ly2603618	CHK inhibitor
ly2606368	CHK inhibitor
ly2608204	glucokinase activator
ly266097	serotonin receptor antagonist
ly2784544	JAK inhibitor
ly2795050	opioid receptor antagonist
ly2801653	MET inhibitor
ly2811376	beta-secretase inhibitor
ly2828360	cannabinoid receptor agonist
ly2857785	CDK inhibitor
ly2874455	FGFR antagonist
ly288513	CCK receptor antagonist
ly2886721	beta-secretase inhibitor
ly294002	DNA dependent protein kinase inhibitor
ly294002	mTOR inhibitor
ly294002	phosphodiesterase inhibitor
ly294002	PI3K inhibitor
ly294002	PLK inhibitor
ly2979165	glutamate receptor agonist
ly3000328	cathepsin inhibitor
ly3009120	RAF inhibitor
ly3023414	mTOR inhibitor
ly3023414	PI3K inhibitor
ly303511	casein kinase inhibitor
ly303511	mTOR inhibitor
ly303511	PI3K inhibitor
ly310762	serotonin receptor antagonist
ly311727	phospholipase inhibitor
ly3200882	TGF beta receptor inhibitor
ly320135	cannabinoid receptor antagonist
ly3214996	ERK inhibitor
ly3295668	Aurora kinase inhibitor
ly334370	serotonin receptor agonist
ly344864	serotonin receptor agonist
ly364947	p38 MAPK inhibitor
ly364947	TGF beta receptor inhibitor
ly393558	serotonin receptor antagonist
ly404187	glutamate receptor positive allosteric modulator
ly411575	gamma secretase inhibitor
ly450108	glutamate receptor modulator
ly456236	glutamate receptor antagonist
lycopene	free radical scavenger
lylamine	cannabinoid receptor agonist
lymecycline	bacterial 50S ribosomal subunit inhibitor
lynestrenol	progestogen hormone
lypressin	vasopressin receptor agonist
m-14157	ATP-sensitive potassium channel antagonist
m-25	smoothened receptor antagonist
m-344	HDAC inhibitor
m-3m3fbs	phospholipase activator
m8-b	transient receptor potential channel antagonist
mabuprofen	cyclooxygenase inhibitor
mabuterol	adrenergic receptor agonist
macelignan	anti-inflammatory agent
macelignan	antioxidant
macitentan	endothelin receptor antagonist
macitentan-n-butyl-analogue	endothelin receptor antagonist
macozinone	DPRE1 inhibitor
madecassoside	anti-inflammatory agent
madrasin	cell splicing inhibitor
mafenide	carbonic anhydrase inhibitor
magnolol	PPAR receptor agonist
malathion	cholinesterase inhibitor
malotilate	protein synthesis stimulant
maltobionic-acid	matrix metalloprotease inhibitor
mangafodipir	contrast agent
manidipine	calcium channel blocker
manitimus	dehydrogenase inhibitor
mannitol-d	diuretic
maprotiline	norepinephrine reputake inhibitor
maprotiline	tricyclic antidepressant
maraviroc	CC chemokine receptor antagonist
marbofloxacin	bacterial DNA gyrase inhibitor
maribavir	cytomegalovirus inhibitor
maribavir	protein kinase inhibitor
marimastat	matrix metalloprotease inhibitor
maropitant	neurokinin receptor antagonist
masitinib	KIT inhibitor
masitinib	PDGFR tyrosine kinase receptor inhibitor
masitinib	SRC inhibitor
masoprocol	lipoxygenase inhibitor
matrine	opioid receptor agonist
mavacamten	myosin inhibitor 
mavatrep	transient receptor potential channel antagonist
mavoglurant	glutamate receptor antagonist
maxacalcitol	vitamin D receptor agonist
mbx-2982	glucose dependent insulinotropic receptor agonist
mc1568	HDAC inhibitor
mcc950	NOD like receptor inhibitor
m-chlorophenylbiguanide	serotonin receptor agonist
mcn-5652-(+/-)	selective serotonin reuptake inhibitor (SSRI)
mcoppb	nociceptin/orphanin FQ receptor agonist
mcpp	serotonin receptor agonist
md-920	NFkB pathway inhibitor
mdivi-1	dynamin inhibitor
mdl-11939	serotonin receptor antagonist
mdl-27531	glycine receptor agonist
mdl-29951	glutamate receptor antagonist
mdl-72832	serotonin receptor agonist
mdl-73005ef	serotonin receptor antagonist
mdms	DNA inhibitor
me0328	PARP inhibitor
me-0328	PPAR receptor antagonist
mebendazole	tubulin polymerization inhibitor
mebeverine	acetylcholine receptor antagonist
mebhydrolin	antihistamine
mebicar	anxiolytic
mecamylamine	acetylcholine receptor antagonist
meclinertant	neurotensin receptor antagonist
meclizine	constitutive androstane receptor (CAR) agonist
meclocycline-sulfosalicylate	bacterial 50S ribosomal subunit inhibitor
meclofenamic-acid	cyclooxygenase inhibitor
meclofenamic-acid	prostanoid receptor antagonist
meclofenoxate	nootropic agent
mecysteine	analgesic agent
medetomidine	adrenergic receptor agonist
medica-16	ATP citrase lyase inhibitor
medronic-acid	bone resorption inhibitor
medroxyprogesterone	progesterone receptor agonist
medroxyprogesterone-acetate	progesterone receptor agonist
medrysone	glucocorticoid receptor agonist
mefenamic-acid	cyclooxygenase inhibitor
mefexamide	psychoactive drug
mefloquine	adenosine receptor antagonist
mefloquine	hemoglobin antagonist
megestrol	progesterone receptor agonist
megestrol-acetate	progesterone receptor agonist
meglitinide	potassium channel blocker
meglumine	excipient
meglutol	HMGCR inhibitor
meisoindigo	STAT inhibitor
mek1-2-inhibitor	MEK inhibitor
melanotan-ii	melanocortin receptor agonist
melatonin	melatonin receptor agonist
melatonin	nitric oxide synthase inhibitor
meldonium	gamma butyrobetaine hydroxylase inhibitor
melengestrol-acetate	progesterone receptor agonist
melevodopa	dopamine precursor
melevodopa	dopamine receptor agonist
meloxicam	cyclooxygenase inhibitor
melperone	dopamine receptor antagonist
melperone	serotonin receptor antagonist
melphalan	DNA alkylating agent
melphalan	DNA inhibitor
melphalan-n-oxide	hypoxia inducible factor inhibitor
memantine	glutamate receptor antagonist
menadione	mitochondrial DNA polymerase inhibitor
menadione	phosphatase inhibitor
menadione-bisulfite	vitamin K
menatetrenone	bone resorption inhibitor
mepacrine	cytokine production inhibitor
mepacrine	NFkB pathway inhibitor
mepacrine	TP53 activator
mepazine	MALT1 inhibitor (JH)
mepenzolate	acetylcholine receptor antagonist
mephenesin	muscle relaxant
mephentermine	adrenergic receptor agonist
mephenytoin	hydantoin antiepileptic
mepivacaine	potassium channel blocker
mepivacaine	sodium channel blocker
meprylcaine	local anesthetic
meptazinol	opioid receptor agonist
mepyramine	histamine receptor antagonist
merbarone	topoisomerase inhibitor
merbromin	antiseptic
mercaptopurine	immunosuppressant
mercaptopurine	protein synthesis inhibitor
mercaptopurine	purine antagonist
merck60	HDAC inhibitor
mericitabine	HCV inhibitor
merimepodib	inosine monophosphate dehydrogenase inhibitor
meropenem	bacterial cell wall synthesis inhibitor
mertansine	microtubule inhibitor
mesalazine	cyclooxygenase inhibitor
mesalazine	lipoxygenase inhibitor
mesalazine	prostanoid receptor antagonist
mesna	antioxidant
mesoridazine	dopamine receptor antagonist
mestinon	cholinesterase inhibitor
mestranol	estrogen receptor agonist
mesulergine	dopamine receptor agonist
metacetamol	analgesic agent
metamizole	cyclooxygenase inhibitor
metamizole	opioid receptor agonist
metaphit	phencyclidine receptor acylator
metaproterenol	adrenergic receptor agonist
metaraminol	adrenergic receptor agonist
metatinib	Bcr-Abl kinase inhibitor
metaxalone	muscle relaxant
metazosin	adrenergic receptor antagonist
metenkephalin	immunostimulant
metergoline	dopamine receptor agonist
metergoline	serotonin receptor antagonist
metformin	insulin sensitizer
methacholine	acetylcholine receptor agonist
methacycline	protein synthesis inhibitor
methanesulfonyl-fluoride	acetylcholinesterase inhibitor
methantheline	acetylcholine receptor antagonist
methapyrilene	histamine receptor antagonist
metharbital	GABA receptor modulator
methazolamide	carbonic anhydrase inhibitor
methenamine	bacterial DNA inhibitor
methiazole	anthelmintic agent
methicillin	bacterial cell wall synthesis inhibitor
methimazole	antithyroid agent
methiopril	angiotensin converting enzyme inhibitor
methocarbamol	muscle relaxant
methotrexate	dihydrofolate reductase inhibitor
methoxamine	adrenergic receptor agonist
methoxsalen	DNA synthesis inhibitor
methoxyamine	DNA repair enzyme inhibitor
methoxyflurane	membrane permeability inhibitor
methoxyphenamine	adrenergic receptor agonist
methscopolamine	acetylcholine receptor antagonist
methsuximide	T-type calcium channel blocker
methyclothiazide	chloride reabsorption inhibitor
methyl-aminolevulinate	oxidizing agent
methylatropine-nitrate	acetylcholine receptor antagonist
methylbenactyzium-bromide	cholinergic receptor antagonist
methylbenzethonium-chloride	other antibiotic
methylcobalamin	vitamin B
methyldopa	adrenergic receptor agonist
methylene-blue	guanylyl cyclase inhibitor
methylene-blue	nitric oxide production inhibitor
methylergometrine	dopamine receptor antagonist
methylergometrine	serotonin receptor antagonist
methyllycaconitine	acetylcholine receptor antagonist
methylnaltrexone	opioid receptor antagonist
methylparaben	other antifungal
methylprednisolone	glucocorticoid receptor agonist
methylprednisolone-aceponate	anti-inflammatory agent
methylprednisolone-aceponate	glucocorticoid receptor agonist
methylprednisolone-sodium-succinate	glucocorticoid receptor agonist
methysergide	serotonin receptor antagonist
meticrane	diuretic
metipranolol	adrenergic receptor antagonist
metirosine	tyrosine hydroxylase inhibitor
metitepine	anti-HCVE2
metixene	acetylcholine receptor antagonist
metoclopramide	dopamine receptor antagonist
metoclopramide	serotonin receptor antagonist
metocurine	acetylcholine receptor antagonist
metolazone	carbonic anhydrase inhibitor
metoprolol	adrenergic receptor antagonist
metoxibutropate	cyclooxygenase inhibitor
metrifonate	acetylcholinesterase inhibitor
metrizamide	radiopaque medium
metrizoic-acid	radiopaque medium
metronidazole	DNA inhibitor
metyrapone	cytochrome P450 inhibitor
mevastatin	HMGCR inhibitor
mexiletine	sodium channel blocker
mezlocillin	bacterial cell wall synthesis inhibitor
mf-101	estrogen receptor agonist
mg-132	proteasome inhibitor
mg-624	acetylcholine receptor antagonist
mgcd-265	VEGFR inhibitor
mi-14	PI4K inhibitor
mianserin	serotonin receptor antagonist
mibampator	glutamate receptor modulator
mibefradil	T-type calcium channel blocker
micafungin	"fungal 1,3-beta-D-glucan synthase inhibitor"
miconazole	bacterial cell wall synthesis inhibitor
micronomicin	protein synthesis inhibitor
midafotel	glutamate receptor antagonist
midecamycin	protein synthesis inhibitor
midodrine	adrenergic receptor agonist
midostaurin	FLT3 inhibitor
midostaurin	KIT inhibitor
midostaurin	PKC inhibitor
mifepristone	glucocorticoid receptor antagonist
mifepristone	progesterone receptor antagonist
mifobate	PPAR receptor antagonist
miglitol	glucosidase inhibitor
miglustat	glycosyl transferase inhibitor
milacemide	monoamine oxidase inhibitor
milademetan	MDM inhibitor
milnacipran	serotonin???norepinephrine reuptake inhibitor (SNRI)
milrinone	phosphodiesterase inhibitor
miltefosine	membrane integrity inhibitor
mimosine	DNA replication inhibitor
minaprine	serotonin reuptake inhibitor
minerval	FAAH inhibitor
minocycline	bacterial 30S ribosomal subunit inhibitor
minodronic-acid	bone resorption inhibitor
minoxidil	KATP activator
minoxidil	Kir6 channel (KATP) activator
minoxidil	vasodilator
miocamycin	other antibiotic
mira-1	apoptosis stimulant
mirabegron	adrenergic receptor agonist
miridesap	amyloid protein inhibitor
mirin	MRE11A exonuclease inhibitor
miriplatin	DNA synthesis inhibitor
mirodenafil	phosphodiesterase inhibitor
mirogabalin-besylate	calcium channel antagonist
mirtazapine	adrenergic receptor antagonist
mirtazapine	serotonin receptor antagonist
misoprostol	prostanoid receptor agonist
mitapivat	pyruvate kinase isozyme activator
mitiglinide	insulin secretagogue
mitoflaxone	antitumor agent
mitomycin-c	DNA alkylating agent
mitomycin-c	DNA synthesis inhibitor
mitoquinone	antioxidant
mitotane	antineoplastic agent
mitoxantrone	topoisomerase inhibitor
mivacurium	acetylcholine receptor antagonist
mivebresib	bromodomain inhibitor
mivobulin	microtubule inhibitor
miw-815	interferon inducer
mizolastine	histamine receptor antagonist
mizoribine	immunosuppressant
mizoribine	inosine monophosphate dehydrogenase inhibitor
mj-15	cannabinoid receptor antagonist
mk-0354	niacin receptor agonist
mk-0557	neuropeptide receptor antagonist
mk-0608	antiviral
mk-0752	gamma secretase inhibitor
mk-0773	androgen receptor modulator
mk-0812	CC chemokine receptor antagonist
mk-0893	glucagon receptor antagonist
mk-1064	orexin receptor antagonist
mk-1775	WEE1 kinase inhibitor
mk-1903	niacin receptor agonist
mk-2048	HIV integrase inhibitor
mk-2206	AKT inhibitor
mk-2295	TRPV antagonist
mk-2461	FGFR inhibitor
mk-2461	VEGFR inhibitor
mk-2894	prostaglandin inhibitor
mk2-in-1	MAP kinase inhibitor
mk-3207	calcitonin antagonist
mk-3697	orexin receptor antagonist
mk-4074	acetyl-CoA carboxylase inhibitor
mk-5046	bombesin receptor agonist
mk-5108	Aurora kinase inhibitor
mk-571	leukotriene receptor antagonist
mk-6096	orexin receptor antagonist
mk-7246	CRTH receptor antagonist
mk-7622	cholinergic receptor agonist
mk-8033	c-Met inhibitor
mk-8245	stearoyl-CoA desaturase inhibitor
mk-8617	hypoxia inducible factor prolyl hydroxylase inhibitor
mk-8745	Aurora kinase inhibitor
mk-886	lipoxygenase inhibitor
mk-8998	T-type calcium channel blocker
mkt-077	HSP inhibitor
ml10302	serotonin receptor partial agonist
ml130	NOD1 inhibitor
ml133	potassium channel blocker
ml141	GTPase inhibitor
ml161	protease-activated receptor inhibitor
ml167	CLK inhibitor
ml167	DYRK inhibitor
ml179	liver receptor homolog inverse agonist
ml193	G protein-coupled receptor antagonist
ml204	transient receptor potential channel antagonist
ml213	potassium channel activator
ml218	T-type calcium channel blocker
ml228	hypoxia inducible factor activator
ml277	potassium channel activator
ml281	serine/threonine kinase inhibitor
ml297	inward rectifier potassium channel activator
ml298	phospholipase inhibitor
ml314	neurotensin agonist
ml323	ubiquitin specific protease inhibitor
ml324	histone lysine demethylase inhibitor
ml3403	MAP kinase inhibitor
ml347	ALK tyrosine kinase receptor inhibitor
ml348	lysophospholipase inhibitor
ml365	potassium channel blocker
ml786	RAF inhibitor
ml9	myosin light chain kinase inhibitor
mln0128	mTOR inhibitor
mln1117	PI3K inhibitor
mln2480	RAF inhibitor
mln8054	Aurora kinase inhibitor
mln9708	proteasome inhibitor
mm-102	WDR5/MLL interaction inhibitor
mm-11253	retinoid receptor antagonist
mm-206	STAT inhibitor
mm77	serotonin receptor antagonist
mmpx	phosphodiesterase inhibitor
mmv-390048	PI4K inhibitor
mn-64	tankyrase inhibitor
mnitmt	lymphocyte inhibitor
mocetinostat	HDAC inhibitor
moclobemide	monoamine oxidase inhibitor
moexipril	angiotensin converting enzyme inhibitor
mofegiline	monoamine oxidase inhibitor
mofezolac	cyclooxygenase inhibitor
moguisteine	ATP-sensitive potassium channel inhibitor
molidustat	hypoxia inducible factor inhibitor
molindone	dopamine receptor antagonist
molsidomine	guanylate cyclase stimulant
mometasone	glucocorticoid receptor agonist
mometasone-furoate	glucocorticoid receptor agonist
monastrol	kinesin inhibitor
monensin	bacterial permeability inducer
monepantel	mTOR inhibitor
monobenzone	melanin inhibitor
monocrotaline	antitumor agent
montelukast	leukotriene receptor antagonist
moprolol	adrenergic receptor antagonist
moracizine	sodium channel blocker
morantel	acetylcholine receptor agonist
morin	cytochrome P450 inhibitor
morinidazole	other antibiotic
morniflumate	anti-inflammatory agent
moroxydine	antiviral
morphothiadin	antiinfective drug
mosapride	serotonin receptor agonist
motapizone	phosphodiesterase inhibitor
motesanib	KIT inhibitor
motesanib	PDGFR tyrosine kinase receptor inhibitor
motesanib	VEGFR inhibitor
motolimod	toll-like receptor agonist
moxalactam	bacterial cell wall synthesis inhibitor
moxaverine	phosphodiesterase inhibitor
moxidectin	chloride channel antagonist
moxifloxacin	bacterial DNA gyrase inhibitor
moxisylyte	adrenergic receptor antagonist
moxonidine	imidazoline receptor agonist
mozavaptan	vasopressin receptor antagonist
mpep	glutamate receptor antagonist
mpi-0479605	mitotic kinase inhibitor
mps1-in-1	monopolar spindle 1 kinase inhibitor
mps1-in-5	protein kinase inhibitor
mps-bay-2a	monopolar spindle 1 kinase inhibitor
mr-16728	acetylcholine release enhancer
mr-948	thromboxane synthase inhibitor
mrk-016	GABA receptor inverse agonist
mrk-409	benzodiazepine receptor agonist
mrk-560	gamma secretase inhibitor
mrs-1220	adenosine receptor antagonist
mrs-1334	adenosine receptor antagonist
mrs-1845	calcium channel blocker
mrs-2578	purinergic receptor antagonist
mrs-3777	adenosine receptor antagonist
mrx-2843	MER tyrosine kinase inhibitor
ms-424	glutamate transporter modulator
msdc-0160	insulin sensitizer
