drug.me	AD.composite.score.repurposed	AD.ranking.repurposed	AD.composite.score.trials	AD.ranking.trials	AD.weighted_sum	AD.rank_of_weighted_sum	PD.composite.score.repurposed	PD.ranking.repurposed	PD.composite.score.trials	PD.ranking.trials	PD.weighted.sum	PD.ranking.of.weighted.sum	HD.composite.score.repurposed	HD.ranking.repurposed	HD.composite.score.trials	HD.ranking.trials	HD_weighted_sum	HD_rank_of_weighted_sum	MS.composite.score.repurposed	MS.ranking.repurposed	MS.composite.score.trials	MS.ranking.trials	MS.weighted.sum	MS.ranking.weighted.sum
way-170523	0.202276423	2574	0	4649	0.101138212	2951	0	4892	0	4363	0	4916	0	4330	0	3895	0	4407	0	4464	0	4459	0	4570
clocortolone-pivalate	0.202276423	2575	0.085	2012	0.143638212	2151	0.245621622	2823	0	2304	0.122810811	2989	0	1822	0	2153	0	2661	0	2186	0	2088	0	2789
mepacrine	0.202276423	2576	0.085	2019	0.143638212	2152	0.207567568	3085	0	3210	0.103783784	3167	0	2964	0	2924	0	3454	0	3183	0	3138	0	3557
miltefosine	0.202276423	2577	0.085	2020	0.143638212	2153	0.207567568	3090	0	3268	0.103783784	3171	0	3036	0	2964	0	3502	0	3252	0	3197	0	3611
prednicarbate	0.202276423	2578	0.085	2024	0.143638212	2154	0.207567568	3111	0	3709	0.103783784	3189	0	3541	0	3324	0	3855	0	3744	0	3673	0	3996
varespladib	0.202276423	2579	0.085	2029	0.143638212	2155	0.207567568	3126	0	4314	0.103783784	3202	0	4269	0	3852	0	4364	0	4418	0	4402	0	4537
vp-20629	0.202276423	2580	0.085	2030	0.143638212	2156	0.207567568	3127	0	4344	0.103783784	3203	0	4303	0	3875	0	4384	0	4445	0	4435	0	4555
t-5224	0.202276423	2581	0	4380	0.101138212	2952	0.299891892	2125	0.4	756	0.349945946	746	0.252307692	567	0.4	776	0.326153846	352	0.272	1109	0.093333333	1156	0.182666667	955
candesartan-cilexetil	0.2008612	2582	0.1	1930	0.1504306	2100	0.150403226	3213	0	2122	0.075201613	3276	0.16	940			0.08	1956	0	2015	0	1916	0	2649
althiazide	0.2	2583	0	2292	0.1	2955	0.300571429	2123	0	1773	0.150285715	2779	0	1248			0	2256	0	1615	0	1529	0	2338
atenolol-(-)	0.2	2584	0	2402	0.1	2956	0.568	328	0	1882	0.284	1468	0	1385			0	2352	0	1750	0	1675	0	2444
barnidipine	0.2	2585	0	2461	0.1	2957	0.42247619	572	0	1956	0.211238095	1645	0	1454			0	2405	0	1830	0	1739	0	2505
bendroflumethiazide	0.2	2586	0	2478	0.1	2958	0.255619048	2775	0	1978	0.127809524	2982	0	1479			0	2426	0	1854	0	1764	0	2525
bevantolol	0.2	2587	0	2510	0.1	2959	0.568	329	0	2010	0.284	1469	0	1514			0	2453	0	1889	0	1792	0	2554
bopindolol	0.2	2588	0	2562	0.1	2960	0.568	330	0	2065	0.284	1470	0	1576			0	2502	0	1948	0	1855	0	2602
cadralazine	0.2	2589	0	2611	0.1	2961	0.568	331	0	2111	0.284	1471	0	1644			0	2542	0	2004	0	1908	0	2643
clopamide	0.2	2590	0	2769	0.1	2962	0.2	3132	0	2310	0.1	3206	0	1831			0	2666	0	2195	0	2094	0	2796
efonidipine	0.2	2591	0	2995	0.1	2963	0.42247619	573	0	2550	0.211238095	1646	0	2127			0	2872	0	2448	0	2360	0	2992
hemin	0.2	2592	0	3295	0.1	2964	0.2	3133	0	2867	0.1	3207	0	2524			0	3155	0.066666667	1431	0	2752	0.033333334	2103
hydralazine	0.2	2593	0	3312	0.1	2965	0.2	3134	0	2888	0.1	3208	0	2549			0	3172	0	2820	0	2771	0	3288
levamlodipine	0.2	2594	0	3495	0.1	2966	0.42247619	574	0	3083	0.211238095	1647	0	2807			0	3346	0	3044	0	2995	0	3453
mecamylamine	0.2	2595	0.36	430	0.28	864	0.856761905	28	0	3190	0.428380953	437	0	2946	0	2906	0	3437	0	3167	0	3123	0	3545
methyclothiazide	0.2	2596	0	3647	0.1	2967	0.181645929	3168	0	3243	0.090822965	3258	0	2995			0	3476	0	3218	0	3168	0	3584
methyldopate	0.2	2597	0	3650	0.1	2968	0.2	3136	0	3244	0.1	3209	0	2999			0	3477	0	3222	0	3171	0	3587
metolazone	0.2	2598	0	3656	0.1	2969	0.136693548	3229	0	3251	0.068346774	3293	0	3013			0	3487	0	3233	0	3179	0	3595
moprolol	0.2	2599	0	3712	0.1	2970	0.568	332	0	3319	0.284	1472	0	3096			0	3547	0	3308	0	3251	0	3657
pempidine	0.2	2600	0	3954	0.1	2971	0.2	3137	0	3588	0.1	3210	0	3389			0	3752	0	3600	0	3541	0	3887
pentolinium	0.2	2601	0.13	1782	0.165	1979	0.566054054	356	0	3595	0.283027027	1475	0	3395	0	3231	0	3756	0	3604	0	3545	0	3891
quinethazone	0.2	2602	0	4099	0.1	2972	0.2	3138	0	3766	0.1	3211	0	3628			0	3914	0	3813	0	3748	0	4050
todralazine	0.2	2603	0	4518	0.1	2973	0.2	3139	0	4201	0.1	3212	0	4133			0	4266	0	4297	0	4273	0	4436
xipamide	0.2	2604	0	4671	0.1	2974	0.136693548	3230	0	4384	0.068346774	3294	0	4355			0	4426	0	4484	0	4483	0	4583
carfilzomib	0.199353757	2605	0.36	373	0.279676879	873	0.248216216	2789	0.333333333	1040	0.290774775	1432	0	1671	0.333333333	1059	0.166666667	1276	0.289142857	689	0	1936	0.144571429	1129
mg-132	0.199353757	2606	0.36	432	0.279676879	874	0.248216216	2797	0.333333333	1150	0.290774775	1440	0	3022	0.333333333	1170	0.166666667	1358	0.289142857	728	0	3185	0.144571429	1140
nsc-625987	0.199349593	2607	0	3829	0.099674797	2975	0	4361	0	3453	0	4409	0.489230769	69	0	3109	0.244615385	566	0.260571429	1182	0	3381	0.130285715	1422
ryuvidine	0.199349593	2608	0	4207	0.099674797	2976	0	4596	0	3877	0	4637	0.249230769	622	0	3474	0.124615385	1656	0.260571429	1201	0	3883	0.130285715	1434
treprostinil	0.198699187	2609	0.09	1986	0.144349594	2143	0.341837838	1358	0	4236	0.170918919	2238	0	4172	0	3789	0	4292	0	4329	0	4311	0	4464
abt-639	0.197723577	2610	0	2203	0.098861789	2982	0.358259974	1231	0	1688	0.179129987	2183	0	1137	0	1652	0	2180	0	1526	0	1434	0	2273
gabapentin-ecarbil	0.197723577	2611	0	3187	0.098861789	2983	0.50149807	465	0.030769231	1604	0.266133651	1531	0	2378	0	2529	0	3053	0	2658	0	2597	0	3157
ml365	0.197723577	2612	0	3701	0.098861789	2984	0.125621622	3248	0	3307	0.062810811	3304	0	3081	0	2995	0	3536	0	3296	0.266666667	473	0.133333334	1333
pk-thpp	0.197723577	2613	0	4024	0.098861789	2985	0.135783784	3235	0	3676	0.067891892	3299	0	3503			0	3828	0	3710	0.266666667	487	0.133333334	1338
rhc-80267	0.197723577	2614	0.17	1474	0.183861789	1840	0.135783784	3236			0.067891892	3300	0	3674			0	3946	0	3853	0	3800	0	4081
acetyl-farnesyl-cysteine	0.197073171	2615	0.16	1511	0.178536586	1921	0.207567568	3023	0	1707	0.103783784	3125	0	1161	0	1669	0	2197	0.283428571	769	0	1455	0.141714286	1151
at-9283	0.197073171	2616	0	2398	0.098536586	2987	0.332108108	1455	0	1879	0.166054054	2323	0.246153846	665	0	1824	0.123076923	1684	0	1745	0.186666667	886	0.093333334	1762
badge	0.197073171	2617	0.16	1519	0.178536586	1922	0.207567568	3030	0	1944	0.103783784	3131	0	1443	0	1880	0	2396	0.283428571	797	0	1732	0.141714286	1166
bardoxolone	0.197073171	2618	0.16	1521	0.178536586	1923	0.207567568	3032	0	1953	0.103783784	3133	0	1453	0	1887	0	2404	0.283428571	799	0.186666667	892	0.235047619	495
bezafibrate	0.197073171	2619	0.31	527	0.253536586	1125	0.332108108	1473	0.3	1266	0.316054054	1192	0	1516	0.3	1283	0.15	1464	0.696761905	1	0	1795	0.348380953	28
bi-d1870	0.197073171	2620	0	2512	0.098536586	2988	0.332108108	1474	0	2015	0.166054054	2340	0	1521	0	1935	0	2457	0	1893	0	1799	0	2556
bisphenol-a	0.197073171	2621	0.16	1526	0.178536586	1924	0.269837838	2562	0	2035	0.134918919	2897	0	1546	0	1954	0	2475	0.283428571	809	0	1821	0.141714286	1170
brd7389	0.197073171	2622	0	2568	0.098536586	2989	0.332108108	1484	0	2069	0.166054054	2350	0	1584	0	1987	0	2506	0	1954	0	1862	0	2608
ciglitazone	0.197073171	2623	0.31	528	0.253536586	1126	0.207567568	3042	0	2268	0.103783784	3139	0	1777	0	2124	0	2633	0.563428571	8	0	2048	0.281714286	365
darglitazone	0.197073171	2624	0.16	1543	0.178536586	1925	0.207567568	3051	0	2397	0.103783784	3144	0	1942	0	2234	0	2738	0.283428571	848	0	2194	0.141714286	1188
edaglitazone	0.197073171	2625	0.31	530	0.253536586	1127	0.207567568	3056	0	2541	0.103783784	3149	0	2119	0	2355	0	2865	0.563428571	9	0	2352	0.281714286	366
efatutazone	0.197073171	2626	0.31	531	0.253536586	1128	0.207567568	3057	0	2547	0.103783784	3150	0	2124	0	2358	0	2869	0.563428571	10	0	2357	0.281714286	367
elafibranor	0.197073171	2627	0.31	532	0.253536586	1129	0.332108108	1544	0.3	1288	0.316054054	1193	0	2137	0.3	1294	0.15	1473	0.563428571	11	0	2370	0.281714286	368
fh-535	0.197073171	2628	0.16	1554	0.178536586	1926	0.207567568	3063	0	2687	0.103783784	3153	0	2303	0	2477	0	2996	0.283428571	876	0	2521	0.141714286	1199
gsk-lsd-1	0.197073171	2629	0	3242	0.098536586	2990	0	4027	0	2806	0	4090	0	2452	0	2582	0	3105	0	2735	0	2679	0	3219
gsk2879552	0.197073171	2630	0	3254	0.098536586	2991	0	4036	0	2820	0	4098	0	2472	0	2594	0	3119	0	2754	0	2701	0	3235
gw-1929	0.197073171	2631	0.31	533	0.253536586	1130	0.207567568	3072	0	2840	0.103783784	3159	0	2493	0	2610	0	3135	0.563428571	12	0	2721	0.281714286	369
gw-9662	0.197073171	2632	0.16	1564	0.178536586	1927	0.269837838	2571	0	2853	0.134918919	2906	0	2509	0	2623	0	3147	0.283428571	887	0	2737	0.141714286	1202
hemomex-s	0.197073171	2633	0.16	1565	0.178536586	1928	0.207567568	3073	0	2868	0.103783784	3160	0	2525	0	2635	0	3156	0.283428571	893	0	2753	0.141714286	1203
icosapent	0.197073171	2634	0.16	1566	0.178536586	1929	0.311783784	2001	0.066666667	1560	0.189225226	2094	0	2596	0.166666667	1470	0.083333334	1941	0.341714286	494	0.053333333	1268	0.19752381	929
indeglitazar	0.197073171	2635	0.31	534	0.253536586	1131	0.332108108	1606	0.3	1310	0.316054054	1194	0	2629	0.3	1305	0.15	1483	0.563428571	13	0	2837	0.281714286	370
iox1	0.197073171	2636	0	3378	0.098536586	2992	0	4103	0	2962	0	4163	0	2649	0	2712	0	3241	0	2908	0	2853	0	3352
mifobate	0.197073171	2637	0.16	1586	0.178536586	1930	0.207567568	3089	0	3266	0.103783784	3170	0	3031	0	2962	0	3500	0.283428571	942	0	3193	0.141714286	1217
npc-15199	0.197073171	2638	0.16	1595	0.178536586	1931	0.207567568	3092	0	3437	0.103783784	3173	0	3234	0	3093	0	3645	0.283428571	961	0	3364	0.141714286	1222
ntzdpa	0.197073171	2639	0.31	536	0.253536586	1132	0.207567568	3094	0	3461	0.103783784	3175	0	3256	0	3116	0	3665	0.563428571	15	0	3391	0.281714286	372
og-l002	0.197073171	2640	0	3858	0.098536586	2993	0	4380	0	3488	0	4427	0	3277	0	3142	0	3685	0	3486	0	3418	0	3797
ory-1001	0.197073171	2641	0	3887	0.098536586	2994	0	4397	0	3521	0	4444	0	3315	0	3173	0	3712	0	3527	0	3459	0	3830
pfi-3	0.197073171	2642	0	3987	0.098536586	2995	0	4458	0	3621	0	4504	0	3430	0	3252	0	3779	0	3645	0	3578	0	3924
phenformin	0.197073171	2643	0.095	1951	0.146036586	2115	0.268756757	2641	0.2	1458	0.234378379	1589	0	3442	0.2	1444	0.1	1857	0.260571429	1191	0.053333333	1304	0.156952381	1049
repaglinide	0.197073171	2644	0.302857143	546	0.249965157	1160	0.219243243	2977	0	3793	0.109621622	3090	0	3662	0	3398	0	3936	0.182857143	1304	0	3780	0.091428572	1839
rn-1	0.197073171	2645	0	4173	0.098536586	2996	0	4572	0	3833	0	4613	0	3704	0	3433	0	3971	0	3879	0	3832	0	4102
s26948	0.197073171	2646	0.31	537	0.253536586	1133	0.207567568	3115	0	3886	0.103783784	3191	0	3772	0	3481	0	4013	0.563428571	18	0	3890	0.281714286	373
saroglitazar	0.197073171	2647	0.452857143	164	0.324965157	442	0.332108108	1714	0.3	1353	0.316054054	1195	0	3793	0.3	1316	0.15	1494	0.563428571	19	0	3915	0.281714286	374
sr-1664	0.197073171	2648	0.16	1626	0.178536586	1932	0.207567568	3119	0	4006	0.103783784	3195	0	3933	0	3605	0	4119	0.283428571	1031	0	4061	0.141714286	1251
t-0070907	0.197073171	2649	0.16	1632	0.178536586	1933	0.207567568	3121	0	4058	0.103783784	3197	0	3982	0	3640	0	4153	0.283428571	1039	0	4115	0.141714286	1254
tc-ask-10	0.197073171	2650	0.36	476	0.278536586	876	0.248216216	2813	0.333333333	1219	0.290774775	1453	0	4026	0.333333333	1252	0.166666667	1419	0.283428571	1042	0	4164	0.141714286	1256
vx-702	0.197073171	2651	0.2	1294	0.198536586	1727	0.241945946	2859	0.266666667	1385	0.254306307	1556	0.246153846	655	0.266666667	1385	0.256410257	551	0	4460	0.106666667	1144	0.053333334	2021
mitotane	0.196747967	2652	0.12	1849	0.158373984	2008	0.135783784	3232	0	3278	0.067891892	3296	0	3047	0	2970	0	3509	0	3261	0	3204	0	3616
7-methoxytacrine	0.196727151	2653	0.21	1070	0.203363576	1664	0.257812098	2741	0	1658	0.128906049	2949	0	1105			0	2153	0	1493	0	1409	0	2249
chlorpyrifos	0.196727151	2654	0.21	1071	0.203363576	1665	0.257812098	2742	0	2250	0.128906049	2950	0	1761			0	2622	0	2138	0	2034	0	2751
dehydrocorydaline	0.196727151	2655	0.21	1072	0.203363576	1666	0.257812098	2743	0	2417	0.128906049	2951	0	1962			0	2754	0	2319	0	2215	0	2893
demecarium	0.196727151	2656	0.21	1073	0.203363576	1667	0.257812098	2744	0	2425	0.128906049	2952	0	1972			0	2762	0	2326	0	2221	0	2897
desoxypeganine	0.196727151	2657	0.21	1074	0.203363576	1668	0.257812098	2745	0	2440	0.128906049	2953	0	1991			0	2776	0	2340	0	2237	0	2910
dimpylate	0.196727151	2658	0.21	1075	0.203363576	1669	0.257812098	2746	0	2483	0.128906049	2954	0	2042			0	2815	0	2382	0	2278	0	2943
donepezil	0.196727151	2659	0.295714286	691	0.246220719	1199	0.300715324	2120	0.061538462	1571	0.181126893	2179	0	2077	0	2330	0	2838	0	2407	0.085714286	1162	0.042857143	2046
eucalyptol	0.196727151	2660	0.21	1078	0.203363576	1670	0.257812098	2748	0	2646	0.128906049	2956	0	2256			0	2965	0	2551	0	2474	0	3072
g-caryophyllene	0.196727151	2661	0.21	1080	0.203363576	1671	0.257812098	2749	0	2749	0.128906049	2957	0	2376			0	3051	0	2657	0	2596	0	3156
galantamine	0.196727151	2662	0.480714286	137	0.338720719	406	0.52224453	436	0	2755	0.261122265	1545	0	2384	0	2533	0	3059	0	2662	0	2602	0	3160
huperzine-a	0.196727151	2663	0.21	1081	0.203363576	1672	0.257812098	2750	0	2886	0.128906049	2958	0	2547			0	3170	0	2817	0	2770	0	3286
ipidacrine	0.196727151	2664	0.21	1082	0.203363576	1673	0.257812098	2751	0	2964	0.128906049	2959	0	2651			0	3243	0	2912	0	2856	0	3356
methanesulfonyl-fluoride	0.196727151	2665	0.21	1083	0.203363576	1674	0.257812098	2752	0	3232	0.128906049	2960	0	2984			0	3468	0	3204	0	3157	0	3572
metrifote	0.196727151	2666	0.21	1084	0.203363576	1675	0.257812098	2753	0	3253	0.128906049	2961	0	3016			0	3489	0	3235	0	3181	0	3596
phenserine	0.196727151	2667	0.21	1086	0.203363576	1676	0.257812098	2755	0	3640	0.128906049	2963	0	3448			0	3794	0	3663	0	3596	0	3938
pralidoxime	0.196727151	2668	0.21	1087	0.203363576	1677	0.257812098	2756	0	3702	0.128906049	2964	0	3531			0	3848	0	3734	0	3667	0	3989
pralidoxime-chloride	0.196727151	2669	0.21	1088	0.203363576	1678	0.257812098	2757	0	3703	0.128906049	2965	0	3532			0	3849	0	3735	0	3668	0	3990
tacrine	0.196727151	2670	0.295714286	694	0.246220719	1200	0.300715324	2122	0.061538462	1574	0.181126893	2181	0	3988	0	3644	0	4156	0	4142	0.085714286	1167	0.042857143	2049
sulfinpyrazone	0.196422764	2671	0	4366	0.098211382	2997	0.4	972	0	4044	0.2	2019	0	3966	0	3632	0	4144	0.282285714	1082	0	4100	0.141142857	1279
bvt-948	0.196097561	2672	0	2605	0.098048781	2998	0	3618	0	2102	0	3704	0.276923077	367	0	2013	0.138461539	1517	0	1994	0	1896	0	2637
epigallocatechin-gallate-(-)	0.196097561	2673	0.16	1550	0.178048781	1934	0.207567568	3059	0.166666667	1490	0.187117118	2106	0.258461538	429	0.166666667	1471	0.212564103	627	0.283428571	868	0.08	1183	0.181714286	957
ar-12	0.195772358	2674	0.125	1805	0.160386179	1992	0.207567568	3028	0	1852	0.103783784	3129	0	1348	0	1798	0	2325	0	1712	0	1630	0	2416
gsk2334470	0.195772358	2675	0.125	1809	0.160386179	1993	0.207567568	3070	0	2817	0.103783784	3157	0	2465	0	2592	0	3116	0	2748	0	2691	0	3229
mk-8245	0.195772358	2676	0.125	1810	0.160386179	1994	0.207567568	3091	0	3295	0.103783784	3172	0	3067	0	2985	0	3525	0	3282	0	3223	0	3634
plurisin-1	0.195772358	2677	0.125	1813	0.160386179	1995	0.207567568	3108	0	3682	0.103783784	3186	0	3508	0	3303	0	3832	0	3714	0	3644	0	3974
abiraterone	0.195772358	2678	0.12	1814	0.157886179	2019	0.11545946	3259	0	1683	0.05772973	3315	0	1133	0	1648	0	2176	0	1522	0	1430	0	2269
abiraterone-acetate	0.195772358	2679	0.12	1815	0.157886179	2020	0.11545946	3260	0	1684	0.05772973	3316	0	1134	0	1649	0	2177	0	1523	0	1431	0	2270
akba	0.195772358	2680	0.12	1817	0.157886179	2021	0.33945946	1361	0	1744	0.16972973	2246	0	1209	0	1701	0	2230	0.4	51	0	1498	0.2	562
am-24	0.195772358	2681	0.12	1818	0.157886179	2022	0.33945946	1362	0	1780	0.16972973	2247	0	1256	0	1732	0	2263	0.4	60	0	1538	0.2	570
berberine	0.195772358	2682	0.075	2035	0.135386179	2380	0.125621622	3247	0	1995	0.062810811	3303	0	1498	0	1920	0	2441	0	1870	0	1776	0	2537
bvt-2733	0.195772358	2683	0.12	1821	0.157886179	2023	0	3617			0	3703	0	1630			0	2532	0	1993	0	1895	0	2636
bw-a4c	0.195772358	2684	0.12	1822	0.157886179	2024	0.33945946	1365	0	2105	0.16972973	2250	0	1635	0	2017	0	2536	0.4	97	0	1900	0.2	604
bw-b70c	0.195772358	2685	0.12	1823	0.157886179	2025	0.33945946	1366	0	2106	0.16972973	2251	0	1636	0	2018	0	2537	0.4	98	0	1901	0.2	605
caffeic-acid	0.195772358	2686	0.12	1825	0.157886179	2026	0.097297297	3296	0	2112	0.048648649	3375	0	1645	0	2023	0	2543	0.241142857	1228	0	1909	0.120571429	1451
cbs-1114	0.195772358	2687	0.12	1826	0.157886179	2027	0.33945946	1367	0	2149	0.16972973	2252	0	1688	0	2051	0	2569	0.4	101	0	1947	0.2	608
cetrorelix	0.195772358	2688	0.12	1827	0.157886179	2028	0.4	694	0.4	397	0.4	476	0	1720	0.4	342	0.2	790	0	2098	0	1985	0	2716
diosmetin	0.195772358	2689	0.12	1831	0.157886179	2029	0.332108108	1534	0	2485	0.166054054	2397	0	2046	0	2308	0	2817	0.141714286	1316	0	2283	0.070857143	1857
docebenone	0.195772358	2690	0.12	1832	0.157886179	2030	0.33945946	1370	0	2502	0.16972973	2254	0	2070	0	2323	0	2832	0.4	139	0	2304	0.2	637
equilin	0.195772358	2691	0.12	1834	0.157886179	2031	0.211809524	2991			0.105904762	3101	0	2193			0	2918	0	2505	0	2423	0	3038
galeterone	0.195772358	2692	0.12	1838	0.157886179	2032	0.223783784	2930	0	2756	0.111891892	3059	0	2385	0	2534	0	3060	0	2663	0	2603	0	3161
isocozole	0.195772358	2693	0.12	1842	0.157886179	2033	0.11545946	3263	0	2973	0.05772973	3318	0	2664	0	2718	0	3249	0	2920	0	2868	0	3364
liarozole	0.195772358	2694	0.12	1845	0.157886179	2034	0	4180	0	3098	0	4235	0	2827			0	3358	0	3061	0	3006	0	3465
masoprocol	0.195772358	2695	0.12	1846	0.157886179	2035	0.33945946	1378	0	3184	0.16972973	2259	0	2929	0	2900	0	3430	0.4	245	0	3107	0.2	733
mf-101	0.195772358	2696	0.12	1848	0.157886179	2036	0.211809524	2994	0	3259	0.105904762	3103	0	3021	0	2956	0	3494	0	3240	0	3184	0	3599
ringenin	0.195772358	2697	0.08	2033	0.137886179	2253	0.332108108	1639	0	3371	0.166054054	2500	0	3151	0	3040	0	3588	0.141714286	1330	0	3297	0.070857143	1868
orteronel	0.195772358	2698	0.12	1850	0.157886179	2037	0.11545946	3265	0	3520	0.05772973	3320	0	3314	0	3172	0	3711	0	3526	0	3458	0	3829
pinocembrin	0.195772358	2699	0.12	1851	0.157886179	2038	0.332108108	1687	0	3661	0.166054054	2546	0	3477	0	3288	0	3814	0.141714286	1332	0	3620	0.070857143	1870
pregnenolone-succite	0.195772358	2700	0.12	1852	0.157886179	2039	0.11545946	3266	0	3716	0.05772973	3321	0	3548	0	3330	0	3862	0	3751	0	3679	0	4001
progesterone	0.195772358	2701	0.12	1853	0.157886179	2040	0.332108108	1692	0	3727	0.166054054	2551	0	3566	0	3339	0	3873	0	3765	0	3694	0	4011
quiflapon	0.195772358	2702	0.12	1854	0.157886179	2041	0.33945946	1382	0	3762	0.16972973	2262	0	3622	0	3371	0	3910	0.4	329	0	3744	0.2	805
rev-5901	0.195772358	2703	0.12	1855	0.157886179	2042	0.33945946	1384	0	3800	0.16972973	2263	0	3668	0	3405	0	3940	0.4	340	0	3789	0.2	814
silibinin	0.195772358	2704	0.12	1856	0.157886179	2043	0.362201395	1178	0	3967	0.181100698	2182	0	3878	0	3567	0	4085	0.4	391	0	4007	0.2	861
vt-464	0.195772358	2705	0.12	1858	0.157886179	2044	0.11545946	3268	0	4345	0.05772973	3323	0	4305	0	3876	0	4386	0	4446	0	4436	0	4556
ym-511	0.195772358	2706	0.12	1859	0.157886179	2045	0	4906			0	4930	0	4374			0	4441	0	4504	0	4500	0	4599
zileuton	0.195772358	2707	0.12	1860	0.157886179	2046	0.33945946	1393	0	4415	0.16972973	2272	0	4396	0	3945	0	4455	0.4	444	0	4523	0.2	905
fenofibrate	0.195675174	2708	0.24	1055	0.217837587	1520	0.345513513	1321	0.3	1295	0.322756757	1103	0	2285	0.4	437	0.2	864	0.28	1087	0.057142857	1213	0.168571429	1019
bms-587101	0.195447154	2709	0.04	2077	0.117723577	2812	0	3592	0	2051	0	3679	0.252307692	532	0	1970	0.126153846	1615	0	1934	0.106666667	1061	0.053333334	1953
metyrapone	0.194796748	2710	0	3657	0.097398374	2999	0.11545946	3264	0	3255	0.05772973	3319	0	3018	0	2953	0	3491	0	3236	0	3183	0	3597
sid-7969543	0.194796748	2711	0	4288	0.097398374	3000	0.11545946	3267	0	3965	0.05772973	3322	0	3875	0	3566	0	4084	0	4017	0	4004	0	4213
cinpa-1	0.194471545	2712	0.16	1534	0.177235773	1935	0.269837838	2566	0	2279	0.134918919	2901	0	1791	0	2133	0	2641	0.283428571	831	0	2061	0.141714286	1180
bremelanotide	0.193821138	2713	0	2570	0.096910569	3001	0.247351351	2816	0.4	367	0.323675676	1086	0.073333333	1023	0.4	309	0.236666667	586	0.066666667	1430	0	1863	0.033333334	2102
methoxsalen	0.193821138	2714	0.12	1847	0.156910569	2048	0.332108108	1631	0	3240	0.166054054	2492	0	2991	0	2942	0	3474	0.141714286	1327	0	3165	0.070857143	1866
physostigmine	0.191975602	2715	0.295714286	692	0.243844944	1238	0.300715324	2121	0.061538462	1573	0.181126893	2180	0	3458	0	3275	0	3803	0	3674	0.085714286	1165	0.042857143	2047
etretite	0.191869919	2716	0.09	1968	0.14093496	2215	0.332108108	1565	0	2645	0.166054054	2427	0	2255	0	2446	0	2964	0	2550	0	2473	0	3071
t-0901317	0.191869919	2717	0.09	1982	0.14093496	2216	0.332108108	1729	0	4060	0.166054054	2583	0	3984	0	3641	0	4154	0	4137	0	4117	0	4309
17-hydroxyprogesterone-caproate	0.191869919	2718	0	2138	0.09593496	3002	0.366054054	1126	0	1622	0.183027027	2135	0	1038	0	1591	0	2115	0	1446	0	1349	0	2211
3-alpha-hydroxy-5-beta-androstan-17-one	0.191869919	2719	0	2154	0.09593496	3003	0.332108108	1424	0	1634	0.166054054	2294	0	1063	0	1602	0	2128	0	1461	0	1369	0	2224
agn-194310	0.191869919	2720	0.09	1956	0.14093496	2217	0.332108108	1434	0	1739	0.166054054	2304	0	1203	0	1697	0	2226	0	1582	0	1493	0	2317
ambroxol	0.191869919	2721	0	2300	0.09593496	3004	0.332108108	1439	0	1787	0.166054054	2309	0	1268	0	1739	0	2272	0	1630	0.4	46	0.2	907
ammonium-glycyrrhizite	0.191869919	2722	0	2327	0.09593496	3005	0.332108108	1441	0	1817	0.166054054	2311	0	1299	0	1766	0	2293	0	1664	0	1578	0	2376
apigenin	0.191869919	2723	0.14	1719	0.16593496	1978	0.214486486	2982	0.4	319	0.307243243	1294	0.246153846	663	0.4	258	0.323076923	361	0.136	1339	0	1618	0.068	1877
arbidol	0.191869919	2724	0	2370	0.09593496	3006	0.332108108	1448	0	1854	0.166054054	2318	0	1350	0	1800	0	2327	0	1714	0	1633	0	2417
benfluorex	0.191869919	2725	0.16	1524	0.17593496	1942	0.207567568	3033	0	1979	0.103783784	3134	0	1480	0	1908	0	2427	0	1855	0.053333333	1229	0.026666667	2128
cefadroxil	0.191869919	2726	0	2660	0.09593496	3007	0	3652	0	2161	0	3738	0	1700	0	2063	0	2580	0	2062	0	1961	0	2683
cefradine	0.191869919	2727	0	2670	0.09593496	3008	0.332108108	1494	0	2190	0.166054054	2359	0	1707	0	2073	0	2587	0	2084	0	1971	0	2705
cftrinh-172	0.191869919	2728	0.16	1533	0.17593496	1943	0.207567568	3040	0.4	398	0.303783784	1341	0	1724	0.4	344	0.2	791	0.330285714	507	0	1990	0.165142857	1031
chenodeoxycholic-acid	0.191869919	2729	0	2710	0.09593496	3009	0.332108108	1498	0	2225	0.166054054	2362	0	1744	0	2100	0	2607	0	2120	0	2011	0	2734
clarithromycin	0.191869919	2730	0	2756	0.09593496	3010	0.332108108	1507	0	2294	0.166054054	2371	0	1811	0	2146	0	2653	0	2175	0	2077	0	2778
cobicistat	0.191869919	2731	0	2777	0.09593496	3011	0.332108108	1511	0	2319	0.166054054	2375	0	1842	0	2163	0	2671	0	2207	0	2100	0	2804
dapivirine	0.191869919	2732	0	2852	0.09593496	3012	0.332108108	1521	0	2394	0.166054054	2385	0	1938	0	2232	0	2735	0	2297	0	2191	0	2871
daruvir	0.191869919	2733	0	2856	0.09593496	3013	0.332108108	1523	0	2399	0.166054054	2387	0	1945	0	2236	0	2740	0	2302	0	2197	0	2876
deferasirox	0.191869919	2734	0	2867	0.09593496	3014	0.332108108	1524	0	2411	0.166054054	2388	0	1958	0	2246	0	2750	0	2315	0	2210	0	2889
delavirdine	0.191869919	2735	0	2875	0.09593496	3015	0.332108108	1527	0	2421	0.166054054	2390	0	1967	0	2254	0	2757	0	2323	0	2218	0	2896
